File,Created,Accessed,Modified,Target Size (bytes),Target is on:,Volume Type,Volume Serial,Volume Label,Target File Path,
C:\Users\dmk16\AppData\Roaming\Microsoft\Windows\Recent\PythonApplication3.lnk,2018-02-21 19:09:13.500284,2018-02-21 19:09:13.500284,2018-02-23 17:21:07.053946,4096,Local volume,Fixed (Hard Disk),1cbd9382,,C:\Users\dmk16\source\repos\PythonApplication3
C:\Users\dmk16\AppData\Roaming\Microsoft\Windows\Recent\PythonApplication3.sln.lnk,2018-02-21 19:09:13.663347,2018-02-21 19:09:13.663347,2018-02-21 19:09:16.126892,989,Local volume,Fixed (Hard Disk),1cbd9382,,C:\Users\dmk16\source\repos\PythonApplication3\PythonApplication3.sln
C:\Users\dmk16\AppData\Roaming\Microsoft\Windows\Recent\PythonApplication4.lnk,2018-03-06 17:22:55.639526,2018-03-06 17:22:55.639526,2018-03-06 17:24:01.577055,4096,Local volume,Fixed (Hard Disk),1cbd9382,,C:\Users\dmk16\Documents\GitHub\Capstone_Project\Trash_Inspector\PythonApplication4
C:\Users\dmk16\AppData\Roaming\Microsoft\Windows\Recent\PythonApplication4.sln.lnk,2018-02-24 11:53:10.222191,2018-02-24 11:53:10.222191,2018-02-24 14:54:49.717819,995,Local volume,Fixed (Hard Disk),1cbd9382,,C:\Users\dmk16\source\repos\PythonApplication4\PythonApplication4.sln
C:\Users\dmk16\AppData\Roaming\Microsoft\Windows\Recent\README.lnk,2018-03-04 11:21:30.383266,2018-03-04 11:21:30.383266,2018-03-04 11:21:30.383266,312,Local volume,Fixed (Hard Disk),1cbd9382,,C:\Users\dmk16\Documents\GitHub\Capstone_Project\JumpListParserTest\README.md
C:\Users\dmk16\AppData\Roaming\Microsoft\Windows\Recent\Rent Check - April 2017.lnk,,,,0,Local volume,Fixed (Hard Disk),1cbd9382,,C:\Users\dmk16\Desktop\Rent Check - April 2017.jpg
C:\Users\dmk16\AppData\Roaming\Microsoft\Windows\Recent\Rent Check 4-2017.lnk,2018-03-08 19:20:54.644342,2018-03-08 19:20:54.644342,2018-03-08 19:20:55.090277,19718,Local volume,Fixed (Hard Disk),1cbd9382,,C:\Users\dmk16\Desktop\Rent Check 4-2017.jpg
C:\Users\dmk16\AppData\Roaming\Microsoft\Windows\Recent\Rent Check- April 2017.lnk,,,,0,Local volume,Fixed (Hard Disk),1cbd9382,,C:\Users\dmk16\Desktop\Rent Check- April 2017.pdf
C:\Users\dmk16\AppData\Roaming\Microsoft\Windows\Recent\Rent Check- August 2017.lnk,,,,0,Local volume,Fixed (Hard Disk),1cbd9382,,C:\Users\dmk16\Desktop\Rent Check- August 2017.jpg
C:\Users\dmk16\AppData\Roaming\Microsoft\Windows\Recent\Rent Check- December 2017.lnk,,,,0,Local volume,Fixed (Hard Disk),1cbd9382,,C:\Users\dmk16\Desktop\Rent Check- December 2017.jpg
C:\Users\dmk16\AppData\Roaming\Microsoft\Windows\Recent\Rent Check- February 2017.lnk,,,,0,Local volume,Fixed (Hard Disk),1cbd9382,,C:\Users\dmk16\Desktop\Rent Check- February 2017.jpg
C:\Users\dmk16\AppData\Roaming\Microsoft\Windows\Recent\Rent Check- January 2017.lnk,,,,0,Local volume,Fixed (Hard Disk),1cbd9382,,C:\Users\dmk16\Desktop\Rent Check- January 2017.jpg
